;Bevölkerung 25 bis 44 Jahre (%);
;;
schluessel;regionaleinheit;wert
08117;Göppingen;24.7
08118;Ludwigsburg;25.9
08119;Rems-Murr-Kreis;24.9
08121;Heilbronn;29.1
08125;Heilbronn, Landkreis;25.6
08126;Hohenlohekreis;25.5
08127;Schwäbisch Hall;25.9
08128;Main-Tauber-Kreis;23.6
08135;Heidenheim;25
08136;Ostalbkreis;24.9
08211;Baden-Baden;22.9
08212;Karlsruhe;30.4
08215;Karlsruhe, Landkreis;24.8
08216;Rastatt;24.2
08221;Heidelberg;32.9
08222;Mannheim;30.5
08225;Neckar-Odenwald-Kreis;23.6
08226;Rhein-Neckar-Kreis;24.4
08231;Pforzheim;27.4
08235;Calw;24.5
08236;Enzkreis;23.9
08237;Freudenstadt;24.5
08311;Freiburg im Breisgau;31.9
08315;Breisgau-Hochschwarzwald;24
08316;Emmendingen;24.5
08317;Ortenaukreis;24.8
08325;Rottweil;24.2
08326;Schwarzwald-Baar-Kreis;24.9
08327;Tuttlingen;25.5
08335;Konstanz;25.5
08336;Lörrach;24.9
08337;Waldshut;24.3
08415;Reutlingen;24.9
08416;Tübingen;27.8
08417;Zollernalbkreis;24.1
08421;Ulm;30.4
08425;Alb-Donau-Kreis;25.3
08426;Biberach;25.8
08435;Bodenseekreis;24
08436;Ravensburg;25.3
08437;Sigmaringen;24.4
09161;Ingolstadt;30.2
09162;München;33.8
09163;Rosenheim;28.8
09171;Altötting;24.7
09172;Berchtesgadener Land;25.1
09173;Bad Tölz-Wolfratshausen;24.2
09174;Dachau;26.1
09175;Ebersberg;24.7
09176;Eichstätt;25.5
09177;Erding;25.9
09178;Freising;28.6
09179;Fürstenfeldbruck;24.5
09180;Garmisch-Partenkirchen;23.5
09181;Landsberg am Lech;23.7
09182;Miesbach;23.1
09183;Mühldorf a.Inn;25.5
09184;München, Landkreis;24.7
09185;Neuburg-Schrobenhausen;25.3
09186;Pfaffenhofen a.d.Ilm;26.6
09187;Rosenheim, Landkreis;23.8
09188;Starnberg;21.4
09189;Traunstein;23.9
09190;Weilheim-Schongau;23.9
09261;Landshut;28.2
09262;Passau;29.2
09263;Straubing;27.6
09271;Deggendorf;25.5
09272;Freyung-Grafenau;23.1
09273;Kelheim;25.3
09274;Landshut, Landkreis;24.8
09275;Passau, Landkreis;23.3
09276;Regen;23.2
09277;Rottal-Inn;24.2
09278;Straubing-Bogen;24.1
09279;Dingolfing-Landau;26.4
09361;Amberg;25.8
09362;Regensburg;33.9
09363;Weiden i.d.OPf.;25.8
09371;Amberg-Sulzbach;23.7
09372;Cham;24.3
09373;Neumarkt i.d.OPf.;25.3
09374;Neustadt a.d.Waldnaab;24
09375;Regensburg, Landkreis;24.2
09376;Schwandorf;24.9
09377;Tirschenreuth;23.5
09461;Bamberg;31.1
09462;Bayreuth;28.4
09463;Coburg;26.6
09464;Hof;25.5
09471;Bamberg, Landkreis;24.2
09472;Bayreuth, Landkreis;22.5
09473;Coburg, Landkreis;23
09474;Forchheim;23.8
09475;Hof, Landkreis;21.6
09476;Kronach;21.7
09477;Kulmbach;22.5
09478;Lichtenfels;23.5
09479;Wunsiedel i.Fichtelgebirge;21.8
09561;Ansbach;25.7
09562;Erlangen;31.9
09563;Fürth;28.9
09564;Nürnberg;29.6
09565;Schwabach;24
09571;Ansbach, Landkreis;24.6
09572;Erlangen-Höchstadt;23.8
09573;Fürth, Landkreis;23.5
09574;Nürnberger Land;23.5
09575;Neustadt a.d.Aisch-Bad Windsheim;24
09576;Roth;24
09577;Weißenburg-Gunzenhausen;23.9
09661;Aschaffenburg;27.4
09662;Schweinfurt;25.3
09663;Würzburg;32.6
09671;Aschaffenburg, Landkreis;23.5
09672;Bad Kissingen;22.4
09673;Rhön-Grabfeld;23.1
09674;Haßberge;23.7
09675;Kitzingen;24.5
09676;Miltenberg;23.5
09677;Main-Spessart;22.8
09678;Schweinfurt, Landkreis;23.7
09679;Würzburg, Landkreis;23.7
09761;Augsburg;30.7
09762;Kaufbeuren;25.8
09763;Kempten (Allgäu);28.2
09764;Memmingen;26
09771;Aichach-Friedberg;24.3
09772;Augsburg, Landkreis;24.5
09773;Dillingen a.d.Donau;24.6
09774;Günzburg;25.3
09775;Neu-Ulm;26.7
09776;Lindau (Bodensee);23.9
09777;Ostallgäu;24.1
09778;Unterallgäu;24.8
09779;Donau-Ries;24.9
09780;Oberallgäu;23.7
10041;Regionalverband Saarbrücken;26.4
10042;Merzig-Wadern;23.7
10043;Neunkirchen;23.8
10044;Saarlouis;23.9
10045;Saarpfalz-Kreis;23.2
10046;St. Wendel;22.4
11000;Berlin;31.6
12051;Brandenburg an der Havel;24.2
12052;Cottbus;24.3
12053;Frankfurt (Oder);22.7
12054;Potsdam;28
12060;Barnim;22.3
12061;Dahme-Spreewald;23.1
12062;Elbe-Elster;19.1
12063;Havelland;22.2
12064;Märkisch-Oderland;21
12065;Oberhavel;21.9
12066;Oberspreewald-Lausitz;19.7
12067;Oder-Spree;20.9
