;Bevölkerung 65 Jahre und älter (%);
;;
schluessel;regionaleinheit;wert
01001;Flensburg;20.2
01002;Kiel;19.5
01003;Lübeck;23.6
01004;Neumünster;23.1
01051;Dithmarschen;26.3
01053;Herzogtum Lauenburg;23.3
01054;Nordfriesland;25.6
01055;Ostholstein;29
01056;Pinneberg;22.8
01057;Plön;27.6
01058;Rendsburg-Eckernförde;24.8
01059;Schleswig-Flensburg;25.3
01060;Segeberg;22.6
01061;Steinburg;24
01062;Stormarn;24
02000;Hamburg;18
03101;Braunschweig;21.6
03102;Salzgitter;22.9
03103;Wolfsburg;22.2
03151;Gifhorn;22.3
03153;Goslar;28.5
03154;Helmstedt;24.7
03155;Northeim;27.1
03157;Peine;22.4
03158;Wolfenbüttel;25.1
03159;Göttingen;24.4
03241;Region Hannover;21.9
03251;Diepholz;23.8
03252;Hameln-Pyrmont;26.2
03254;Hildesheim;24.3
03255;Holzminden;27.3
03256;Nienburg (Weser);23.7
03257;Schaumburg;25.8
03351;Celle;24.6
03352;Cuxhaven;26.7
03353;Harburg;23.1
03354;Lüchow-Dannenberg;29.9
03355;Lüneburg;21.5
03356;Osterholz;24.9
03357;Rotenburg (Wümme);22.9
03358;Heidekreis;23.8
03359;Stade;22.7
03360;Uelzen;26.4
03361;Verden;23.6
03401;Delmenhorst;22.4
03402;Emden;22.3
03403;Oldenburg (Oldb);20.2
03404;Osnabrück;19.4
03405;Wilhelmshaven;25.9
03451;Ammerland;24.6
03452;Aurich;25.1
03453;Cloppenburg;18.3
03454;Emsland;20.8
03455;Friesland;27.1
03456;Grafschaft Bentheim;21.8
03457;Leer;23.1
03458;Oldenburg, Landkreis;23
03459;Osnabrück, Landkreis;22.8
03460;Vechta;18.3
03461;Wesermarsch;24.8
03462;Wittmund;27
04011;Bremen;20.6
04012;Bremerhaven;21.8
05111;Düsseldorf;19
05112;Duisburg;20.4
05113;Essen;22
05114;Krefeld;22.3
05116;Mönchengladbach;21.7
05117;Mülheim an der Ruhr;24
05119;Oberhausen;22.9
05120;Remscheid;22.3
05122;Solingen;22.3
05124;Wuppertal;21.1
05154;Kleve;22
05158;Mettmann;24.6
05162;Rhein-Kreis Neuss;23
05166;Viersen;23.9
05170;Wesel;25
05314;Bonn;19.1
05315;Köln;18
05316;Leverkusen;21.6
05334;Städteregion Aachen;21.2
05358;Düren;22.6
05362;Rhein-Erft-Kreis;22.2
05366;Euskirchen;23.3
05370;Heinsberg;22.8
05374;Oberbergischer Kreis;22.8
05378;Rheinisch-Bergischer Kreis;24.3
05382;Rhein-Sieg-Kreis;23.1
05512;Bottrop;24.3
05513;Gelsenkirchen;20.4
05515;Münster;18.7
05554;Borken;20.6
05558;Coesfeld;23.3
05562;Recklinghausen;24
05566;Steinfurt;21.5
05570;Warendorf;22.8
05711;Bielefeld;20.3
05754;Gütersloh;21.2
05758;Herford;23.3
05762;Höxter;24.9
05766;Lippe;23.9
05770;Minden-Lübbecke;23.2
