09678;Schweinfurt, Landkreis;6.4
09679;Würzburg, Landkreis;6.6
09761;Augsburg;8.5
09762;Kaufbeuren;7.2
09763;Kempten (Allgäu);7.8
09764;Memmingen;7.3
09771;Aichach-Friedberg;6.7
09772;Augsburg, Landkreis;6.7
09773;Dillingen a.d.Donau;6.9
09774;Günzburg;7.3
09775;Neu-Ulm;7.4
09776;Lindau (Bodensee);6.3
09777;Ostallgäu;6.9
09778;Unterallgäu;6.9
09779;Donau-Ries;7
09780;Oberallgäu;6.3
10041;Regionalverband Saarbrücken;7.5
10042;Merzig-Wadern;6.5
10043;Neunkirchen;6.4
10044;Saarlouis;6.3
10045;Saarpfalz-Kreis;6.4
10046;St. Wendel;5.7
11000;Berlin;7.4
12051;Brandenburg an der Havel;6.2
12052;Cottbus;7.3
12053;Frankfurt (Oder);7.6
12054;Potsdam;7.9
12060;Barnim;5.6
12061;Dahme-Spreewald;5.5
12062;Elbe-Elster;4.8
12063;Havelland;6.1
12064;Märkisch-Oderland;5.2
12065;Oberhavel;5.9
12066;Oberspreewald-Lausitz;5.1
12067;Oder-Spree;5.4
12068;Ostprignitz-Ruppin;5.6
12069;Potsdam-Mittelmark;5.9
12070;Prignitz;5.3
12071;Spree-Neiße;4.5
12072;Teltow-Fläming;5.9
12073;Uckermark;5.2
13003;Rostock;9.2
13004;Schwerin;7.3
13071;Mecklenburgische Seenplatte;5.4
13072;Rostock, Landkreis;5
13073;Vorpommern-Rügen;5.5
13074;Nordwestmecklenburg;5.7
13075;Vorpommern-Greifswald;6.6
13076;Ludwigslust-Parchim;5
14511;Chemnitz;7.3
14521;Erzgebirgskreis;5.5
14522;Mittelsachsen;5.7
14523;Vogtlandkreis;5.5
14524;Zwickau;5.8
14612;Dresden;8.8
14625;Bautzen;5.2
14626;Görlitz;5.4
14627;Meißen;5.4
14628;Sächsische Schweiz-Osterzgebirge;5.6
14713;Leipzig;9.4
14729;Leipzig, Landkreis;5.4
14730;Nordsachsen;5.6
15001;Dessau-Roßlau;5.3
15002;Halle (Saale);9.7
15003;Magdeburg;8.8
15081;Altmarkkreis Salzwedel;5.3
15082;Anhalt-Bitterfeld;5.5
15083;Börde;5.2
15084;Burgenlandkreis;5.4
15085;Harz;5.6
15086;Jerichower Land;5.1
15087;Mansfeld-Südharz;5.2
15088;Saalekreis;5.5
15089;Salzlandkreis;5.5
15090;Stendal;5.5
15091;Wittenberg;4.9
16051;Erfurt;8.6
16052;Gera;6.7
16053;Jena;10
16054;Suhl;5.5
16055;Weimar;8.8
16061;Eichsfeld;5.8
16062;Nordhausen;6.1
16063;Wartburgkreis;5.7
16064;Unstrut-Hainich-Kreis;5.9
16065;Kyffhäuserkreis;5.4
16066;Schmalkalden-Meiningen;5.9
16067;Gotha;6
16068;Sömmerda;5.6
16069;Hildburghausen;5.2
16070;Ilm-Kreis;6.2
16071;Weimarer Land;5.8
16072;Sonneberg;5.7
16073;Saalfeld-Rudolstadt;5.3
16074;Saale-Holzland-Kreis;5.7
16075;Saale-Orla-Kreis;5.5
16076;Greiz;5
16077;Altenburger Land;5.4
